EmployeeID,Age,Gender,Department,JobRole,MonthlyIncome,YearsAtCompany,JobSatisfaction,OverTime,Attrition,AttriationFlag,TenureGroup,IncomeGroup,EstimatedAttritionCost
1658,34.0,Female,Research & Development,Research Scientist,5433.0,11.0,2.0,No,No,0,5+ years,Medium,0.0
77,36.0,Male,Research & Development,Manufacturing Director,5993.0,7.0,3.0,No,No,0,5+ years,Medium,0.0
2095,41.0,Male,Research & Development,Research Scientist,3606.0,2.0,2.0,Yes,No,0,0-2 years,Low,0.0
507,24.0,Female,Sales,Sales Executive,4260.0,5.0,3.0,Yes,No,0,2-5 years,Low,0.0
2242,30.0,Male,Sales,Sales Executive,3758.0,6.0,2.0,No,No,0,5+ years,Low,0.0
449,27.0,Male,Sales,Sales Executive,6349.0,5.0,2.0,Yes,No,0,2-5 years,High,0.0
30,21.0,Male,Research & Development,Research Scientist,1232.0,0.0,4.0,No,No,0,0-2 years,Low,0.0
2246,39.0,Male,Research & Development,Research Scientist,3012.0,4.0,4.0,No,No,0,2-5 years,Low,0.0
1678,36.0,Male,Sales,Sales Executive,7082.0,2.0,3.0,Yes,No,0,0-2 years,High,0.0
1716,47.0,Male,Research & Development,Sales Executive,12936.0,23.0,3.0,No,Yes,1,5+ years,High,38808.0
2163,38.0,Male,Research & Development,Sales Executive,4577.0,9.0,3.0,No,No,0,5+ years,Medium,0.0
208,36.0,Male,Research & Development,Manufacturing Director,4319.0,6.0,3.0,No,No,0,5+ years,Low,0.0
1004,30.0,Female,Research & Development,Research Scientist,2132.0,5.0,3.0,Yes,Yes,1,2-5 years,Low,6396.0
57,30.0,Female,Research & Development,Laboratory Technician,4011.0,12.0,4.0,No,No,0,5+ years,Low,0.0
574,47.0,Female,Research & Development,Manufacturing Director,5070.0,5.0,4.0,No,No,0,2-5 years,Medium,0.0
1541,34.0,Male,Research & Development,Sales Representative,5228.0,11.0,3.0,Yes,No,0,5+ years,Medium,0.0
2154,31.0,Male,Sales,Sales Representative,2589.0,1.0,4.0,No,No,0,0-2 years,Low,0.0
832,40.0,Male,Research & Development,Laboratory Technician,5094.0,1.0,3.0,No,No,0,0-2 years,Medium,0.0
1049,45.0,Male,Human Resources,Human Resources,2177.0,6.0,2.0,No,No,0,5+ years,Low,0.0
163,31.0,Male,Sales,Sales Executive,5228.0,7.0,3.0,Yes,Yes,1,5+ years,Medium,15684.0
2215,23.0,Male,Research & Development,Laboratory Technician,3118.0,6.0,2.0,No,No,0,5+ years,Low,0.0
2007,22.0,Male,Research & Development,Research Scientist,3375.0,3.0,3.0,No,No,0,2-5 years,Low,0.0
2094,27.0,Male,Research & Development,Research Scientist,3059.0,6.0,1.0,No,No,0,5+ years,Low,0.0
1173,24.0,Male,Research & Development,Laboratory Technician,3597.0,4.0,2.0,No,No,0,2-5 years,Low,0.0
438,31.0,Male,Sales,Sales Executive,7547.0,6.0,4.0,No,No,0,5+ years,High,0.0
2178,31.0,Female,Research & Development,Manufacturing Director,4023.0,15.0,3.0,No,No,0,5+ years,Low,0.0
334,41.0,Male,Research & Development,Research Scientist,5228.0,1.0,1.0,No,No,0,0-2 years,Medium,0.0
100,35.0,Male,Sales,Sales Executive,4312.0,15.0,1.0,No,No,0,5+ years,Low,0.0
2214,35.0,Male,Research & Development,Manufacturing Director,5244.0,10.0,4.0,No,No,0,5+ years,Medium,0.0
930,28.0,Female,Research & Development,Research Scientist,2377.0,2.0,3.0,No,No,0,0-2 years,Low,0.0
1297,51.0,Female,Research & Development,Laboratory Technician,2838.0,7.0,3.0,No,No,0,5+ years,Low,0.0
113,23.0,Male,Sales,Sales Representative,2322.0,0.0,1.0,No,No,0,0-2 years,Low,0.0
1468,40.0,Male,Research & Development,Research Director,13757.0,9.0,2.0,No,No,0,5+ years,High,0.0
1484,49.0,Male,Research & Development,Healthcare Representative,10466.0,8.0,2.0,No,No,0,5+ years,High,0.0
1980,54.0,Female,Research & Development,Manufacturing Director,4440.0,5.0,1.0,Yes,No,0,2-5 years,Medium,0.0
1033,37.0,Female,Research & Development,Healthcare Representative,4777.0,1.0,2.0,No,Yes,1,0-2 years,Medium,14331.0
1179,30.0,Male,Sales,Sales Executive,6578.0,10.0,3.0,No,No,0,5+ years,High,0.0
824,29.0,Male,Research & Development,Research Scientist,5228.0,10.0,3.0,No,No,0,5+ years,Medium,0.0
656,37.0,Male,Sales,Sales Executive,9602.0,3.0,3.0,Yes,No,0,2-5 years,High,0.0
471,32.0,Female,Research & Development,Laboratory Technician,5228.0,8.0,2.0,No,No,0,5+ years,Medium,0.0
1745,30.0,Female,Research & Development,Research Scientist,5228.0,9.0,1.0,No,No,0,5+ years,Medium,0.0
1706,43.0,Male,Sales,Sales Executive,7847.0,10.0,4.0,Yes,No,0,5+ years,High,0.0
41,30.0,Male,Research & Development,Laboratory Technician,2206.0,10.0,3.0,No,No,0,5+ years,Low,0.0
1839,18.0,Female,Research & Development,Research Scientist,1514.0,0.0,3.0,No,No,0,0-2 years,Low,0.0
